text,label
Azathioprine (azathioprine) interacts with amiodarone tablets (oral),0
Oseltamivir (oseltamivir) interacts with paliperidone (injection),0
Nilutamide (nilutamide) interacts with ibutilide,1
Benicar (olmesartan) interacts with parenteral nutrition solution w/electrolytes,1
Evkeeza (evinacumab-(E vin AK ue mab)) interacts with olsalazine,0
NuvaRing (ethinyl estradiol and etonogestrel (vaginal ring)) interacts with escitalopram,0
Terazosin (terazosin) interacts with mavacamten,0
Buspirone (buspirone) interacts with frovatriptan,1
Meclizine (meclizine) interacts with bisoprolol,0
Yorvipath (palopegteriparatide) interacts with orphenadrine,0
Somatropin interacts with insulin detemir,1
Aubagio (teriflunomide) interacts with buprenorphine and naloxone (oral/sublingual),0
Kyleena (levonorgestrel intrauterine system) interacts with adalimumab-aqvh,0
"Urogesic-Blue (hyoscyamine, methenamine, methylene blue, and sodium biphosphate) interacts with gentamicin",0
Diprolene (betamethasone topical) interacts with prednisolone,0
Aripiprazole interacts with codeine,1
Calcitriol (calcitriol (oral/injection)) interacts with carvedilol,0
Farxiga (dapagliflozin) interacts with solriamfetol,0
Bevacizumab (Bevacizumab) interacts with sunitinib,1
Fosfomycin (fosfomycin) interacts with doxazosin,0
Fasenra (benralizumab) interacts with ondansetron (oral),0
Meropenem (meropenem) interacts with bisoprolol,0
Pradaxa (dabigatran) interacts with clobazam,0
Praluent (alirocumab) interacts with zoledronic acid,0
"Imuran (azathioprine) interacts with chikungunya vaccine, live (cvx 317)",1
Sulfamethoxazole and trimethoprim (sulfamethoxazole and trimethoprim (oral/injection)) interacts with ublituximab-xiiy,0
Retevmo (selpercatinib) interacts with bosutinib,1
Urecholine (bethanechol) interacts with latanoprost ophthalmic,0
Slynd (drospirenone) interacts with divalproex sodium,0
Lialda (mesalamine (oral)) interacts with iohexol,1
Metformin (metformin) interacts with methazolamide,1
Fish Oil (omega-3 polyunsaturated fatty acids) interacts with mefenamic acid,1
Jaypirca (pirtobrutinib) interacts with ivermectin (oral),0
Xeomin (incobotulinumtoxinA) interacts with amikacin liposome,1
Tecfidera (dimethyl fumarate) interacts with polyethylene glycol 3350,0
Plan B (levonorgestrel emergency contraceptive) interacts with levothyroxine,0
Diphenhydramine (diphenhydramine) interacts with potassium citrate,1
Ranolazine (ranolazine) interacts with elafibranor,1
Bunavail (buprenorphine and naloxone (oral/sublingual)) interacts with hydrochlorothiazide and losartan,0
Sublocade Injection (buprenorphine (injection)) interacts with dextroamphetamine,0
Onureg (azacitidine) interacts with talimogene laherparepvec,1
Leuprolide (leuprolide) interacts with fluoxetine,0
Impoyz cream (clobetasol propionate 0.025%) interacts with ziprasidone (oral/injection),0
Sandostatin (octreotide injection) interacts with copper Cu 64 dotatate,1
Norflex (orphenadrine) interacts with dopamine (injection),0
Erleada (apalutamide) interacts with dutasteride,0
Orphenadrine (orphenadrine) interacts with oliceridine,1
"Stelara (ustekinumab) interacts with chikungunya vaccine, live (cvx 317)",1
Ferrous gluconate (ferrous gluconate) interacts with aluminum carbonate,1
Carvedilol (carvedilol) interacts with levalbuterol,1
Lenvatinib (lenvatinib) interacts with thiamine (vitamin B1),0
Nplate (romiplostim) interacts with dolutegravir and rilpivirine,0
Zofran (ondansetron (oral)) interacts with remifentanil,1
Jakafi (ruxolitinib) interacts with loratadine,0
Sunosi (solriamfetol) interacts with relugolix,0
Aristada Injection (aripiprazole lauroxil (injection)) interacts with iomeprol,1
Genotropin (somatropin) interacts with bupropion,0
Robaxin (methocarbamol) interacts with saccharomyces boulardii lyo,0
Lantus (insulin glargine) interacts with tipranavir,1
Sprycel (dasatinib) interacts with rotavirus vaccine,1
Norepinephrine (norepinephrine) interacts with clobetasol topical,0
Lanadelumab (Lanadelumab) interacts with methylphenidate (oral),0
Cetirizine (cetirizine) interacts with morphine,1
Upadacitinib (upadacitinib) interacts with eculizumab,1
Uceris Tablets (budesonide (oral)) interacts with triptorelin,0
Selumetinib (selumetinib) interacts with dextroamphetamine,0
Sandostatin (octreotide injection) interacts with irbesartan,0
Vilazodone (vilazodone) interacts with amphetamine,1
Liletta (levonorgestrel intrauterine system) interacts with latanoprost ophthalmic,0
Darzalex (daratumumab) interacts with deferiprone,1
Zoledronic acid (zoledronic acid) interacts with metrizamide,1
Clozapine (clozapine) interacts with alemtuzumab,1
Mavorixafor (mavorixafor) interacts with letrozole,0
Upadacitinib (upadacitinib) interacts with fludarabine,1
Stelara (ustekinumab) interacts with alemtuzumab,1
Xulane (ethinyl estradiol and norelgestromin) interacts with pomalidomide,1
Saphnelo (anifrolumab-fnia) interacts with albuterol inhalation,0
Vyvanse (lisdexamfetamine) interacts with linezolid (oral/injection),0
Roxicodone (oxycodone) interacts with iopamidol,0
Iopamidol (iopamidol) interacts with sibutramine,1
Chlorthalidone (chlorthalidone) interacts with metformin,1
Trelstar (triptorelin) interacts with ibutilide,1
Ranexa (ranolazine) interacts with adagrasib,1
Citalopram (citalopram) interacts with sibutramine,1
Bisoprolol (bisoprolol) interacts with durvalumab,0
Yaz (drospirenone and ethinyl estradiol) interacts with tizanidine,1
Vorasidenib interacts with spironolactone,0
Valsartan (valsartan) interacts with pregabalin,0
Omalizumab interacts with nivolumab,1
Zoryve (roflumilast topical) interacts with lutetium Lu 177 dotatate,0
Baqsimi (glucagon) interacts with insulin detemir,1
Remicade (infliximab) interacts with vorasidenib,0
Treanda (bendamustine) interacts with upadacitinib,1
Enoxaparin (enoxaparin) interacts with nan,0
Fycompa (perampanel) interacts with ropinirole,1
Granisetron (granisetron (oral)) interacts with arsenic trioxide,1
Seroquel (quetiapine) interacts with sodium oxybate,1
Ritalin (methylphenidate (oral)) interacts with dexfenfluramine,1
Vyvanse (lisdexamfetamine) interacts with pacritinib,1
Aleve (naproxen) interacts with fenfluramine,0
Rizatriptan (rizatriptan) interacts with tranylcypromine,1
Ojjaara (momelotinib) interacts with zoledronic acid,0
Zosyn (piperacillin and tazobactam) interacts with tubocurarine,1
Venclexta (venetoclax) interacts with nadofaragene firadenovec,1
Lamictal (lamotrigine) interacts with nabumetone,0
Halcion (triazolam) interacts with gabapentin,0
Tolterodine (tolterodine) interacts with fremanezumab-vfrm,0
Cabometyx (cabozantinib) interacts with acetaminophen (oral),0
Xelstrym (dextroamphetamine) interacts with propranolol,0
Ticagrelor (ticagrelor) interacts with ibuprofen,1
Sodium bicarbonate (sodium bicarbonate (sew dee uhm buy car bo nayt)) interacts with atropine,1
Gentamicin topical (gentamicin topical) interacts with teriflunomide,0
Kisqali (ribociclib) interacts with durvalumab,0
Fluphenazine (fluphenazine (oral/injection)) interacts with propylthiouracil,1
Oxytocin (oxytocin) interacts with oxcarbazepine,0
Atomoxetine (atomoxetine) interacts with ziprasidone,1
Sunosi (solriamfetol) interacts with linagliptin and metformin,0
Zometa (zoledronic acid) interacts with iopromide,1
Lenvatinib (lenvatinib) interacts with tetracycline,0
Simponi (golimumab) interacts with zilucoplan,0
Meloxicam (meloxicam (oral/injection)) interacts with olaparib,0
Fluoxetine (fluoxetine) interacts with tryptophan,1
Versed (midazolam (oral)) interacts with pregabalin,0
Ravulizumab (ravulizumab-cwvz) interacts with phenazopyridine,0
Genotropin (somatropin) interacts with oseltamivir,0
Reclast (zoledronic acid) interacts with beclomethasone nasal,0
Lofexidine (lofexidine) interacts with mesoridazine,1
Ranitidine (ranitidine) interacts with imipramine,0
Idhifa (enasidenib) interacts with pitavastatin,1
Aripiprazole interacts with chloramphenicol,1
Jubbonti (denosumab-bbdz) interacts with glecaprevir and pibrentasvir,0
Vitamin A (vitamin A (oral/injection)) interacts with testosterone injection,0
Jantoven (warfarin (oral)) interacts with enzalutamide,0
Telmisartan (telmisartan) interacts with halobetasol topical,0
Halcion (triazolam) interacts with clobetasol propionate 0.025%,0
Protonix (pantoprazole (oral/injection)) interacts with belumosudil,1
Tadalafil (tadalafil) interacts with leuprolide,0
Ondansetron (ondansetron (oral)) interacts with sibutramine,1
Lasix (furosemide) interacts with balsalazide,0
Cetirizine (cetirizine) interacts with abatacept,0
Invokana (canagliflozin) interacts with selexipag,1
Juxtapid (lomitapide) interacts with belimumab,0
Zytiga (abiraterone) interacts with etrasimod,1
Enbrel (etanercept) interacts with deucravacitinib,1
Ondansetron (ondansetron (oral)) interacts with revefenacin (inhalation),0
Bismuth subsalicylate (bismuth subsalicylate) interacts with deferasirox,1
Paracetamol (paracetamol) interacts with brentuximab,1
Xelstrym (dextroamphetamine) interacts with sibutramine,1
Plaquenil (hydroxychloroquine) interacts with pegunigalsidase alfa,1
Risperidone (risperidone (oral)) interacts with amisulpride,1
Plavix (clopidogrel) interacts with phenytoin (oral),0
"Cinryze (complement C1 esterase inhibitor) interacts with insulin regular, concentrated (U-500)",0
Dupixent (dupilumab) interacts with fingolimod,1
Wyost (denosumab-bbdz) interacts with levothyroxine (oral/injection),0
Norflex (orphenadrine) interacts with meperidine,1
Kyleena (levonorgestrel intrauterine system) interacts with phenobarbital,1
Kerendia (finerenone) interacts with halobetasol propionate 0.05%,0
Afinitor (everolimus) interacts with diltiazem,1
Niacin (niacin (nicotinic acid)) interacts with cerivastatin,1
Wegovy (semaglutide) interacts with ketamine,1
Gattex (teduglutide) interacts with sildenafil (oral),0
Vyvanse (lisdexamfetamine) interacts with lorazepam (oral),0
Cholecalciferol (cholecalciferol (vitamin D3)) interacts with phenobarbital,1
Promethazine (promethazine (oral)) interacts with raloxifene,0
Tetracycline (tetracycline) interacts with etretinate,1
Omega-3 (omega-3 polyunsaturated fatty acids) interacts with dicumarol,1
Ultravate (halobetasol topical) interacts with liraglutide,1
Temazepam (temazepam) interacts with ketamine,1
Imuran (azathioprine) interacts with lanreotide,0
Xylocaine-MPF (lidocaine injection) interacts with apomorphine,1
Bentyl (dicyclomine (oral/injection)) interacts with hydroxyzine,1
Spinraza (nusinersen) interacts with diroximel fumarate,1
Imdelltra (tarlatamab) interacts with spironolactone,0
Paxlovid (nirmatrelvir and ritonavir) interacts with amitriptyline,0
Kenalog (triamcinolone topical) interacts with tolazamide,1
Concerta (methylphenidate (oral)) interacts with abiraterone acetate,0
Lokelma (sodium zirconium cyclosilicate) interacts with raltegravir,1
Entyvio (vedolizumab) interacts with ranolazine,0
Uptravi (selexipag (oral/injection)) interacts with paroxetine,0
Dicyclomine (dicyclomine (oral/injection)) interacts with phenylephrine ophthalmic,1
Fluticasone nasal (fluticasone nasal) interacts with telaprevir,1
Morphine interacts with guanfacine,0
Nadolol (nadolol) interacts with metoclopramide,0
Oseltamivir (oseltamivir) interacts with methotrexate,1
Hydrocortisone interacts with mesalamine (oral),0
Omvoh (mirikizumab-mrkz) interacts with bcg vaccine,1
Imipramine (imipramine) interacts with pasireotide,1
Geodon (ziprasidone) interacts with astemizole,1
Kadcyla (ado-trastuzumab emtansine) interacts with ribociclib,0
Klonopin (clonazepam) interacts with codeine,1
Chlorthalidone (chlorthalidone) interacts with pegcetacoplan ophthalmic,0
Zolmitriptan (zolmitriptan (oral)) interacts with nabumetone,0
Apokyn (apomorphine injection) interacts with propranolol,1
Jevtana (cabazitaxel) interacts with fluphenazine (oral/injection),0
"Breztri (budesonide, glycopyrrolate, and formoterol fumarate) interacts with indinavir",1
Zinc gluconate (zinc gluconate) interacts with dabigatran,0
Spiriva (tiotropium inhalation) interacts with acrivastine,1
Hydrochlorothiazide and telmisartan (hydrochlorothiazide and telmisartan) interacts with tizanidine,1
Ketorolac ophthalmic (ketorolac ophthalmic) interacts with icatibant,0
Oxybutynin (oxybutynin (oral)) interacts with cariprazine,1
Baclofen (baclofen (oral)) interacts with palopegteriparatide,0
Pramipexole (pramipexole) interacts with fluphenazine,1
Dipentum (olsalazine) interacts with latanoprost ophthalmic,0
Crestor (rosuvastatin) interacts with gemfibrozil,1
"Breztri (budesonide, glycopyrrolate, and formoterol fumarate) interacts with ketoconazole",1
Iopamidol (iopamidol) interacts with amoxapine,1
Magnesium citrate (magnesium citrate) interacts with dolutegravir,1
Yondelis (trabectedin) interacts with idelalisib,1
Xultophy (insulin degludec and liraglutide) interacts with zinc sulfate,0
Upneeq (oxymetazoline ophthalmic) interacts with bismuth subsalicylate,0
Dextroamphetamine (dextroamphetamine) interacts with ascorbic acid (vitamin C),0
Degarelix (degarelix) interacts with dolasetron,1
Exemestane (exemestane) interacts with thalidomide,1
Ziprasidone (ziprasidone (oral/injection)) interacts with escitalopram,1
Roflumilast Topical interacts with fedratinib,1
"Jynneos (smallpox and Mpox vaccine, live, non-replicating) interacts with quazepam",0
Genotropin (somatropin) interacts with orphenadrine,0
Unisom Sleep Gels (diphenhydramine) interacts with ketamine,1
Lomotil (atropine and diphenoxylate) interacts with entacapone,1
"Oriahnn (elagolix, estradiol, and norethindrone) interacts with avacopan",0
Folic acid (folic acid) interacts with indomethacin (oral),0
Entecavir (entecavir) interacts with pralatrexate,1
Keppra (levetiracetam (oral/injection)) interacts with triamcinolone (oral),0
Bendeka (bendamustine) interacts with alirocumab,0
Yasmin (drospirenone and ethinyl estradiol) interacts with tadalafil,0
Xenazine (tetrabenazine) interacts with celecoxib,0
Acetaminophen and Hydrocodone (acetaminophen and hydrocodone) interacts with linagliptin,0
Baqsimi (glucagon) interacts with donanemab,0
Pantoprazole (pantoprazole (oral/injection)) interacts with cholecalciferol (vitamin D3),0
Insulin Detemir (insulin detemir) interacts with delafloxacin,1
Magnesium oxide (magnesium oxide) interacts with infigratinib,1
Ofev (nintedanib) interacts with repotrectinib,1
Degarelix (degarelix) interacts with clozapine,1
Zoloft (sertraline) interacts with glimepiride,0
Kadcyla (ado-trastuzumab emtansine) interacts with levodopa inhalation,0
Insulin degludec (insulin degludec) interacts with tramadol,0
Abecma (idecabtagene vicleucel) interacts with valacyclovir,0
Pantoprazole (pantoprazole (oral/injection)) interacts with methotrexate,1
4-Way (phenylephrine nasal) interacts with ergotamine,1
Soliqua 100/33 (insulin glargine and lixisenatide) interacts with tamsulosin,0
Sunlenca (lenacapavir) interacts with sulfamethoxazole and trimethoprim (oral/injection),0
Zilbrysq (zilucoplan) interacts with siponimod,1
Jubbonti (denosumab-bbdz) interacts with allogeneic processed thymus tissue,1
"12 Hour Nasal Decongestant (oxymetazoline nasal) interacts with Coagulation Factor IX (Recombinant), Fc Fusion Protein",0
Coreg (carvedilol) interacts with racepinephrine,1
Aripiprazole interacts with rifampin,1
Synjardy (empagliflozin and metformin) interacts with gatifloxacin,1
Ofloxacin (ofloxacin (oral)) interacts with ropinirole (oral),0
